action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,12659574,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)c1ccccc1CN1CCN(C(=O)CNC(=O)CC23CC4CC(CC(C4)C2)C3)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323268,,CHEMBL2323268,5.10,0,http://www.openphacts.org/units/Nanomolar,1849148,=,1,1,=,,IC50,nM,,8000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,8.0
,,12659575,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2C(F)(F)F)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323267,,CHEMBL2323267,5.75,0,http://www.openphacts.org/units/Nanomolar,1849147,=,1,1,=,,IC50,nM,,1800.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,1.8
,,12659576,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2O)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323266,,CHEMBL2323266,5.54,0,http://www.openphacts.org/units/Nanomolar,1849146,=,1,1,=,,IC50,nM,,2900.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,2.9
,,12659577,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccccc1CN1CCN(C(=O)CNC(=O)CC23CC4CC(CC(C4)C2)C3)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323265,,CHEMBL2323265,5.41,0,http://www.openphacts.org/units/Nanomolar,1849145,=,1,1,=,,IC50,nM,,3900.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,3.9
,,12659578,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2Br)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323264,,CHEMBL2323264,5.47,0,http://www.openphacts.org/units/Nanomolar,1849144,=,1,1,=,,IC50,nM,,3400.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,3.4
,,12659579,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2Cl)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323263,,CHEMBL2323263,5.50,0,http://www.openphacts.org/units/Nanomolar,1849143,=,1,1,=,,IC50,nM,,3200.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,3.2
,,12659580,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccccc2)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323262,,CHEMBL2323262,5.70,0,http://www.openphacts.org/units/Nanomolar,1849142,=,1,1,=,,IC50,nM,,2000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,2.0
,,12659581,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccccc1CN1CCN(C(=O)CNC(=O)CC23CC4CC(CC(C4)C2)C3)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323261,,CHEMBL2323261,5.68,0,http://www.openphacts.org/units/Nanomolar,1849141,=,1,1,=,,IC50,nM,,2100.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,2.1
,,12659582,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CC12CC3CC(CC(C3)C1)C2)NCCCC(=O)N1CCN(Cc2ccccc2)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323260,,CHEMBL2323260,4.66,0,http://www.openphacts.org/units/Nanomolar,1849140,=,1,1,=,,IC50,nM,,22000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,22.0
,,12659583,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(CC(=O)N1CCN(Cc2ccccc2)CC1)C(=O)CC12CC3CC(CC(C3)C1)C2,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323259,,CHEMBL2323259,5.17,0,http://www.openphacts.org/units/Nanomolar,1849139,=,1,1,=,,IC50,nM,,6700.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,6.7
,,12659584,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CC12CC3CC(CC(C3)C1)C2)NC(CCC(=O)OCc1ccccc1)C(=O)N1CCN(Cc2ccccc2)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323258,,CHEMBL2323258,5.06,0,http://www.openphacts.org/units/Nanomolar,1849138,=,1,1,=,,IC50,nM,,8700.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,8.7
,,12659585,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CC12CC3CC(CC(C3)C1)C2)NC(CCO)C(=O)N1CCN(Cc2ccccc2)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323257,,CHEMBL2323257,,0,http://www.openphacts.org/units/Nanomolar,1849137,>,1,1,>,,IC50,nM,,40000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,40.0
,,12659586,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(OCc1ccccc1)C(NC(=O)CC12CC3CC(CC(C3)C1)C2)C(=O)N1CCN(Cc2ccccc2)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323256,,CHEMBL2323256,4.54,0,http://www.openphacts.org/units/Nanomolar,1849136,=,1,1,=,,IC50,nM,,29000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,29.0
,,12659587,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(O)C(NC(=O)CC12CC3CC(CC(C3)C1)C2)C(=O)N1CCN(Cc2ccccc2)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323255,,CHEMBL2323255,,0,http://www.openphacts.org/units/Nanomolar,1849135,>,1,1,>,,IC50,nM,,40000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,40.0
,,12659588,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,N#CCC(NC(=O)CC12CC3CC(CC(C3)C1)C2)C(=O)N1CCN(Cc2ccccc2)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323254,,CHEMBL2323254,4.66,0,http://www.openphacts.org/units/Nanomolar,1849134,=,1,1,=,,IC50,nM,,22000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,22.0
,,12659589,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CC(NC(=O)CC12CC3CC(CC(C3)C1)C2)C(=O)N1CCN(Cc2ccccc2)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323253,,CHEMBL2323253,4.54,0,http://www.openphacts.org/units/Nanomolar,1849133,=,1,1,=,,IC50,nM,,29000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,29.0
,,12659590,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)C(NC(=O)CC12CC3CC(CC(C3)C1)C2)C(=O)N1CCN(Cc2ccccc2)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323252,,CHEMBL2323252,,0,http://www.openphacts.org/units/Nanomolar,1849132,>,1,1,>,,IC50,nM,,40000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,40.0
,,12659591,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CC12CC3CC(CC(C3)C1)C2)NCCC(=O)N1CCN(Cc2ccccc2)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323283,,CHEMBL2323283,4.77,0,http://www.openphacts.org/units/Nanomolar,1849164,=,1,1,=,,IC50,nM,,17000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,17.0
,,12659592,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(NC(=O)CC12CC3CC(CC(C3)C1)C2)C(=O)N1CCN(Cc2ccccc2)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323282,,CHEMBL2323282,,0,http://www.openphacts.org/units/Nanomolar,1849163,>,1,1,>,,IC50,nM,,40000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,40.0
,,12659593,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CNC(=O)C12CC3CC(CC(C3)C1)C2)N1CCN(Cc2ccccc2)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323281,,CHEMBL2323281,4.54,0,http://www.openphacts.org/units/Nanomolar,1849162,=,1,1,=,,IC50,nM,,29000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,29.0
,,12659594,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)CC(=O)NCC(=O)N1CCN(Cc2ccccc2)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323280,,CHEMBL2323280,,0,http://www.openphacts.org/units/Nanomolar,1849161,>,1,1,>,,IC50,nM,,40000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,40.0
,,12659595,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Cc1ccc(Cl)cc1)NCC(=O)N1CCN(Cc2ccccc2)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL1729263,,CHEMBL1729263,4.72,0,http://www.openphacts.org/units/Nanomolar,1849160,=,1,1,=,,IC50,nM,,19000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,19.0
,,12659596,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Cc1ccccc1)NCC(=O)N1CCN(Cc2ccccc2)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323279,,CHEMBL2323279,,0,http://www.openphacts.org/units/Nanomolar,1849159,>,1,1,>,,IC50,nM,,40000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,40.0
,,12659597,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CC1CCCCC1)NCC(=O)N1CCN(Cc2ccccc2)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323278,,CHEMBL2323278,,0,http://www.openphacts.org/units/Nanomolar,1849158,>,1,1,>,,IC50,nM,,40000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,40.0
,,12659598,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCC(=O)N1CCN(Cc2ccccc2)CC1)c1ccccc1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323277,,CHEMBL2323277,4.51,0,http://www.openphacts.org/units/Nanomolar,1849157,=,1,1,=,,IC50,nM,,31000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,31.0
,,12659599,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCC(=O)N1CCN(Cc2ccccc2)CC1)C1CCCCC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323276,,CHEMBL2323276,4.57,0,http://www.openphacts.org/units/Nanomolar,1849156,=,1,1,=,,IC50,nM,,27000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,27.0
,,12659600,[],CHEMBL2328533,Antiviral activity against Ebola virus by cell based luciferase reporter gene assay,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2)CC1,,,CHEMBL2321771,ACS Med Chem Lett,2013,,CHEMBL2323275,,CHEMBL2323275,5.89,0,http://www.openphacts.org/units/Nanomolar,1849155,=,1,1,=,,IC50,nM,,1300.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,1.3
,,18119362,[],CHEMBL4026208,Antiviral activity against Ebolavirus assessed as reduction in viral titer,F,,,BAO_0000190,BAO_0000019,assay format,NC(=O)c1nc(F)cnc1O,,,CHEMBL4024736,Bioorg Med Chem Lett,2017,,CHEMBL221722,FAVIPIRAVIR,CHEMBL221722,4.17,0,http://www.openphacts.org/units/Nanomolar,3004609,=,1,1,=,,IC50,nM,,67000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,67.0
,,18126323,[],CHEMBL4027958,Antiviral activity against Ebolavirus infected in african green monkey Vero E6 cells assessed as reduction in virus entry after 48 hrs by by Celltiter-Glo luminescent assay,F,,,BAO_0000190,BAO_0000019,assay format,CN1[C@@H]2CC[C@@H]1CC(OC(c1ccccc1)c1ccccc1)C2,,,CHEMBL4024787,J Med Chem,2018,,CHEMBL558805,,CHEMBL558805,5.09,0,http://www.openphacts.org/units/Nanomolar,3005891,=,1,1,=,,IC50,nM,,8070.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,8.07
,,18126324,[],CHEMBL4027958,Antiviral activity against Ebolavirus infected in african green monkey Vero E6 cells assessed as reduction in virus entry after 48 hrs by by Celltiter-Glo luminescent assay,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,,,CHEMBL4024787,J Med Chem,2018,,CHEMBL1008,BEPRIDIL,CHEMBL1008,5.29,0,http://www.openphacts.org/units/Nanomolar,3005892,=,1,1,=,,IC50,nM,,5080.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,5.08
,,18126325,[],CHEMBL4027958,Antiviral activity against Ebolavirus infected in african green monkey Vero E6 cells assessed as reduction in virus entry after 48 hrs by by Celltiter-Glo luminescent assay,F,,,BAO_0000190,BAO_0000019,assay format,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,,,CHEMBL4024787,J Med Chem,2018,,CHEMBL490,PAROXETINE,CHEMBL490,5.13,0,http://www.openphacts.org/units/Nanomolar,3005893,=,1,1,=,,IC50,nM,,7450.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,7.45
,,18126326,[],CHEMBL4027958,Antiviral activity against Ebolavirus infected in african green monkey Vero E6 cells assessed as reduction in virus entry after 48 hrs by by Celltiter-Glo luminescent assay,F,,,BAO_0000190,BAO_0000019,assay format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL4024787,J Med Chem,2018,,CHEMBL809,SERTRALINE,CHEMBL809,5.50,0,http://www.openphacts.org/units/Nanomolar,3005894,=,1,1,=,,IC50,nM,,3130.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,3.13
,,18126327,[],CHEMBL4027958,Antiviral activity against Ebolavirus infected in african green monkey Vero E6 cells assessed as reduction in virus entry after 48 hrs by by Celltiter-Glo luminescent assay,F,,,BAO_0000190,BAO_0000019,assay format,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,,,CHEMBL4024787,J Med Chem,2018,,CHEMBL1655,TOREMIFENE,CHEMBL1655,6.79,0,http://www.openphacts.org/units/Nanomolar,3005895,=,1,1,=,,IC50,nM,,162.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,0.162
,,18126328,[],CHEMBL4027959,Antiviral activity against Ebolavirus infected in human HepG2 cells assessed as reduction in virus entry after 48 hrs by Celltiter-Glo luminescent assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CN1[C@@H]2CC[C@@H]1CC(OC(c1ccccc1)c1ccccc1)C2,,,CHEMBL4024787,J Med Chem,2018,,CHEMBL558805,,CHEMBL558805,5.55,0,http://www.openphacts.org/units/Nanomolar,3005891,=,1,1,=,,IC50,nM,,2820.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,2.82
,,18126329,[],CHEMBL4027959,Antiviral activity against Ebolavirus infected in human HepG2 cells assessed as reduction in virus entry after 48 hrs by Celltiter-Glo luminescent assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,,,CHEMBL4024787,J Med Chem,2018,,CHEMBL1008,BEPRIDIL,CHEMBL1008,5.49,0,http://www.openphacts.org/units/Nanomolar,3005892,=,1,1,=,,IC50,nM,,3210.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,3.21
,,18126330,[],CHEMBL4027959,Antiviral activity against Ebolavirus infected in human HepG2 cells assessed as reduction in virus entry after 48 hrs by Celltiter-Glo luminescent assay,F,,,BAO_0000190,BAO_0000219,cell-based format,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,,,CHEMBL4024787,J Med Chem,2018,,CHEMBL490,PAROXETINE,CHEMBL490,5.86,0,http://www.openphacts.org/units/Nanomolar,3005893,=,1,1,=,,IC50,nM,,1380.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,1.38
,,18126331,[],CHEMBL4027959,Antiviral activity against Ebolavirus infected in human HepG2 cells assessed as reduction in virus entry after 48 hrs by Celltiter-Glo luminescent assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL4024787,J Med Chem,2018,,CHEMBL809,SERTRALINE,CHEMBL809,5.84,0,http://www.openphacts.org/units/Nanomolar,3005894,=,1,1,=,,IC50,nM,,1440.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,1.44
,,18126332,[],CHEMBL4027959,Antiviral activity against Ebolavirus infected in human HepG2 cells assessed as reduction in virus entry after 48 hrs by Celltiter-Glo luminescent assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,,,CHEMBL4024787,J Med Chem,2018,,CHEMBL1655,TOREMIFENE,CHEMBL1655,7.58,0,http://www.openphacts.org/units/Nanomolar,3005895,=,1,1,=,,IC50,nM,,26.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,0.026
,,18228417,[],CHEMBL4049316,Antiviral activity against Ebolavirus Mayinga infected in African green monkey Vero E6 cells after 72 hrs by eGFP assay,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,,,CHEMBL4043309,J Med Chem,2018,,CHEMBL569864,,CHEMBL569864,6.00,0,http://www.openphacts.org/units/Nanomolar,3024820,=,1,1,=,,IC50,nM,,1000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,10.0,1.0
,,18228478,[],CHEMBL4049316,Antiviral activity against Ebolavirus Mayinga infected in African green monkey Vero E6 cells after 72 hrs by eGFP assay,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(CN2CCCN(C)C3(CCN(C)CC3)C2)cc1C,,,CHEMBL4043309,J Med Chem,2018,,CHEMBL4084475,,CHEMBL4084475,6.00,0,http://www.openphacts.org/units/Nanomolar,3024828,=,1,1,=,,IC50,nM,,1000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,10.0,1.0
,,18228479,[],CHEMBL4049316,Antiviral activity against Ebolavirus Mayinga infected in African green monkey Vero E6 cells after 72 hrs by eGFP assay,F,,,BAO_0000190,BAO_0000019,assay format,Cc1[nH]c2c(CN3CC(CO)C(CN4CCCC4)C3)cccc2c1C,,,CHEMBL4043309,J Med Chem,2018,,CHEMBL4064522,,CHEMBL4064522,6.00,0,http://www.openphacts.org/units/Nanomolar,3024825,=,1,1,=,,IC50,nM,,1000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,10.0,1.0
,,18228480,[],CHEMBL4049316,Antiviral activity against Ebolavirus Mayinga infected in African green monkey Vero E6 cells after 72 hrs by eGFP assay,F,,,BAO_0000190,BAO_0000019,assay format,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@H](CN2CCCC2)C1,,,CHEMBL4043309,J Med Chem,2018,,CHEMBL399021,,CHEMBL399021,6.00,0,http://www.openphacts.org/units/Nanomolar,3024823,=,1,1,=,,IC50,nM,,1000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,10.0,1.0
,,18503300,[],CHEMBL4189810,Antiviral activity against Ebolavirus like particle harboring full length EBOV Zaire wt/GIN/2014/ Kissidougou-C15 envelope glycoprotein and Influenzae virus envelope assessed as inhibition of viral infection in MDCK-SIAT1 cells after 48 hrs by e-GFP-based fluorescence assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCN1c2ccccc2CCc2ccccc21,,,CHEMBL4184330,J Med Chem,2018,,CHEMBL11,IMIPRAMINE,CHEMBL11,4.88,0,http://www.openphacts.org/units/Nanomolar,3071813,=,1,1,=,,IC50,nM,,13200.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,13.2
,,18503301,[],CHEMBL4189810,Antiviral activity against Ebolavirus like particle harboring full length EBOV Zaire wt/GIN/2014/ Kissidougou-C15 envelope glycoprotein and Influenzae virus envelope assessed as inhibition of viral infection in MDCK-SIAT1 cells after 48 hrs by e-GFP-based fluorescence assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,,,CHEMBL4184330,J Med Chem,2018,,CHEMBL415,CLOMIPRAMINE,CHEMBL415,4.99,0,http://www.openphacts.org/units/Nanomolar,3071814,=,1,1,=,,IC50,nM,,10300.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,10.3
,,18503302,[],CHEMBL4189810,Antiviral activity against Ebolavirus like particle harboring full length EBOV Zaire wt/GIN/2014/ Kissidougou-C15 envelope glycoprotein and Influenzae virus envelope assessed as inhibition of viral infection in MDCK-SIAT1 cells after 48 hrs by e-GFP-based fluorescence assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,,,CHEMBL4184330,J Med Chem,2018,,CHEMBL479,THIORIDAZINE,CHEMBL479,5.11,0,http://www.openphacts.org/units/Nanomolar,3071815,=,1,1,=,,IC50,nM,,7800.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,7.8
,,18503303,[],CHEMBL4189810,Antiviral activity against Ebolavirus like particle harboring full length EBOV Zaire wt/GIN/2014/ Kissidougou-C15 envelope glycoprotein and Influenzae virus envelope assessed as inhibition of viral infection in MDCK-SIAT1 cells after 48 hrs by e-GFP-based fluorescence assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,,,CHEMBL4184330,J Med Chem,2018,,CHEMBL1655,TOREMIFENE,CHEMBL1655,6.82,0,http://www.openphacts.org/units/Nanomolar,3071816,=,1,1,=,,IC50,nM,,150.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,0.15
,,18503304,[],CHEMBL4189811,Antiviral activity against Ebolavirus expressing eGFP infected in African green monkey Vero E6 cells assessed as inhibition of viral replication after 48 hrs by spectrofluorometric method,F,,,BAO_0000190,BAO_0000019,assay format,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,,,CHEMBL4184330,J Med Chem,2018,,CHEMBL415,CLOMIPRAMINE,CHEMBL415,4.94,0,http://www.openphacts.org/units/Nanomolar,3071814,=,1,1,=,,IC50,nM,,11400.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,11.4
